Source,BGC,SS_NoSpace,Edatopic
BECv12,PPxh1,PPxh1/110,D4
BECv12,PPxh1,PPxh1/110,D3
BECv12,PPxh1,PPxh1/110,C4
BECv12,PPxh1,PPxh1/110,C3
BECv12,PPxh1,PPxh1/111,D5
BECv12,PPxh1,PPxh1/111,D4
BECv12,PPxh1,PPxh1/111,C5
BECv12,PPxh1,PPxh1/111,C4
BECv12,PPxh1,PPxh1/Fm01,E6
BECv12,PPxh1,PPxh1/Fm01,E5
BECv12,PPxh1,PPxh1/Fm01,D6
BECv12,PPxh1,PPxh1/Fm05,E6
BECv12,PPxh1,PPxh1/Fm05,E5
BECv12,PPxh1,PPxh1/Fm05,D6
BECv12,PPxh1,PPxh1/Fm06,E6
BECv12,PPxh1,PPxh1/Fm06,E5
BECv12,PPxh1,PPxh1/Fm06,D6
BECv10,PPxh1,PPxh1/Gg,E4
BECv10,PPxh1,PPxh1/Gg,E3
BECv10,PPxh1,PPxh1/Gg,D4
BECv10,PPxh1,PPxh1/Gg,D3
BECv10,PPxh1,PPxh1/Gg,D2
BECv10,PPxh1,PPxh1/Gg,C4
BECv10,PPxh1,PPxh1/Gg,C3
BECv10,PPxh1,PPxh1/Gg,C2
BECv10,PPxh1,PPxh1/Gg,B3
BECv10,PPxh1,PPxh1/Gg,B2
BECv10,PPxh1,PPxh1/Gs,B3
BECv10,PPxh1,PPxh1/Gs,B2
BECv10,PPxh1,PPxh1/Gs,B1
BECv10,PPxh1,PPxh1/Gs,A3
BECv10,PPxh1,PPxh1/Gs,A2
BECv10,PPxh1,PPxh1/Gs,A1
BECv12,PPxh1,PPxh1/Ro,A0
BECv12,PPxh1,PPxh1/Ro,B0
BECv12,PPxh2,PPxh2/101,D4
BECv12,PPxh2,PPxh2/101,D3
BECv12,PPxh2,PPxh2/101,C4
BECv12,PPxh2,PPxh2/101,C3
BECv12,PPxh2,PPxh2/101,B4
BECv12,PPxh2,PPxh2/101,B3
BECv12,PPxh2,PPxh2/102,B1
BECv12,PPxh2,PPxh2/102,B0
BECv12,PPxh2,PPxh2/102,A1
BECv12,PPxh2,PPxh2/102,A0
BECv12,PPxh2,PPxh2/103,C3
BECv12,PPxh2,PPxh2/103,C2
BECv12,PPxh2,PPxh2/103,B3
BECv12,PPxh2,PPxh2/103,B2
BECv12,PPxh2,PPxh2/103a,C3
BECv12,PPxh2,PPxh2/103a,C2
BECv12,PPxh2,PPxh2/103a,B3
BECv12,PPxh2,PPxh2/103a,B2
BECv12,PPxh2,PPxh2/103b,C3
BECv12,PPxh2,PPxh2/103b,C2
BECv12,PPxh2,PPxh2/103b,B3
BECv12,PPxh2,PPxh2/103b,B2
BECv12,PPxh2,PPxh2/110,D4
BECv12,PPxh2,PPxh2/110,C5
BECv12,PPxh2,PPxh2/110,C4
BECv12,PPxh2,PPxh2/110.1,D4
BECv12,PPxh2,PPxh2/110.1,C5
BECv12,PPxh2,PPxh2/110.1,C4
BECv12,PPxh2,PPxh2/110.2,D4
BECv12,PPxh2,PPxh2/110.2,C5
BECv12,PPxh2,PPxh2/110.2,C4
BECv12,PPxh2,PPxh2/111,E5
BECv12,PPxh2,PPxh2/111,D5
BECv12,PPxh2,PPxh2/111,C5
BECv12,PPxh2,PPxh2/Fm01,E6
BECv12,PPxh2,PPxh2/Fm01,E5
BECv12,PPxh2,PPxh2/Fm01,D6
BECv12,PPxh2,PPxh2/Fm05,D6
BECv12,PPxh2,PPxh2/Fm05,E6
BECv12,PPxh2,PPxh2/Fm05,E5
BECv10,PPxh2,PPxh2/Gg,E4
BECv10,PPxh2,PPxh2/Gg,E3
BECv10,PPxh2,PPxh2/Gg,D4
BECv10,PPxh2,PPxh2/Gg,D3
BECv10,PPxh2,PPxh2/Gg,D2
BECv10,PPxh2,PPxh2/Gg,D1
BECv10,PPxh2,PPxh2/Gg,C4
BECv10,PPxh2,PPxh2/Gg,C3
BECv10,PPxh2,PPxh2/Gg,C2
BECv10,PPxh2,PPxh2/Gg,C1
BECv10,PPxh2,PPxh2/Gg,B3
BECv10,PPxh2,PPxh2/Gg,B2
BECv10,PPxh2,PPxh2/Gg,B1
USA_2019,PPxk_OR,PPxk_OR/101,D4
USA_2019,PPxk_OR,PPxk_OR/101,D3
USA_2019,PPxk_OR,PPxk_OR/101,C4
USA_2019,PPxk_OR,PPxk_OR/101,C3
USA_2019,PPxk_OR,PPxk_OR/101,B4
USA_2019,PPxk_OR,PPxk_OR/101,B3
USA_2019,PPxk_OR,PPxk_OR/102,D2
USA_2019,PPxk_OR,PPxk_OR/102,C2
USA_2019,PPxk_OR,PPxk_OR/102,B2
USA_2019,PPxk_OR,PPxk_OR/102,A2
USA_2019,PPxk_OR,PPxk_OR/110,E5
USA_2019,PPxk_OR,PPxk_OR/110,D5
USA_2019,PPxk_OR,PPxk_OR/110,C5
USA_2019,PPxk_OR,PPxk_OR/110,B5
USA_2019,PPxk_OR,PPxk_OR/111,C6
USA_2019,PPxk_OR,PPxk_OR/111,B6
USA_2019,PPxk_OR,PPxk_OR/113,E6
USA_2019,PPxk_OR,PPxk_OR/113,D6
USA_2019,PPxk_OR,PPxk_OR/Gg,D1
USA_2019,PPxk_OR,PPxk_OR/Gg,C1
USA_2019,PPxk_OR,PPxk_OR/Gg,B1
USA_2019,PPxk_OR,PPxk_OR/Gg,A1
Add_2021,PPxk_OR,PPxk_OR/Ro,A0
Add_2021,PPxk_OR,PPxk_OR/Ro,B0
USA_2019,PPxm_OR,PPxm_OR/101,D4
USA_2019,PPxm_OR,PPxm_OR/101,D3
USA_2019,PPxm_OR,PPxm_OR/101,C4
USA_2019,PPxm_OR,PPxm_OR/101,C3
USA_2019,PPxm_OR,PPxm_OR/101,B4
USA_2019,PPxm_OR,PPxm_OR/101,B3
USA_2019,PPxm_OR,PPxm_OR/110,C5
USA_2019,PPxm_OR,PPxm_OR/110,B5
USA_2019,PPxm_OR,PPxm_OR/111,C6
USA_2019,PPxm_OR,PPxm_OR/111,B6
USA_2019,PPxm_OR,PPxm_OR/112,E5
USA_2019,PPxm_OR,PPxm_OR/112,D5
USA_2019,PPxm_OR,PPxm_OR/113,E6
USA_2019,PPxm_OR,PPxm_OR/113,D6
USA_2019,PPxm_OR,PPxm_OR/Gg,D2
USA_2019,PPxm_OR,PPxm_OR/Gg,D1
USA_2019,PPxm_OR,PPxm_OR/Gg,C2
USA_2019,PPxm_OR,PPxm_OR/Gg,C1
USA_2019,PPxm_OR,PPxm_OR/Gg,B2
USA_2019,PPxm_OR,PPxm_OR/Gg,B1
USA_2019,PPxm_OR,PPxm_OR/Gg,A2
USA_2019,PPxm_OR,PPxm_OR/Gg,A1
Add_2021,PPxm_OR,PPxm_OR/Ro,A0
Add_2021,PPxm_OR,PPxm_OR/Ro,B0
USA_2019,PPxw_MT,PPxw_MT/101,D4
USA_2019,PPxw_MT,PPxw_MT/101,D3
USA_2019,PPxw_MT,PPxw_MT/101,C4
USA_2019,PPxw_MT,PPxw_MT/101,C3
USA_2019,PPxw_MT,PPxw_MT/101,B4
USA_2019,PPxw_MT,PPxw_MT/101,B3
USA_2019,PPxw_MT,PPxw_MT/102,D2
USA_2019,PPxw_MT,PPxw_MT/102,C2
USA_2019,PPxw_MT,PPxw_MT/102,B2
USA_2019,PPxw_MT,PPxw_MT/102,A2
USA_2019,PPxw_MT,PPxw_MT/110,E5
USA_2019,PPxw_MT,PPxw_MT/110,D5
USA_2019,PPxw_MT,PPxw_MT/110,C5
USA_2019,PPxw_MT,PPxw_MT/110,B5
USA_2019,PPxw_MT,PPxw_MT/111,C6
USA_2019,PPxw_MT,PPxw_MT/111,B6
USA_2019,PPxw_MT,PPxw_MT/113,E6
USA_2019,PPxw_MT,PPxw_MT/113,D6
USA_2019,PPxw_MT,PPxw_MT/Gg,D1
USA_2019,PPxw_MT,PPxw_MT/Gg,C1
USA_2019,PPxw_MT,PPxw_MT/Gg,B1
USA_2019,PPxw_MT,PPxw_MT/Gg,A1
Add_2021,PPxw_MT,PPxw_MT/Ro,A0
Add_2021,PPxw_MT,PPxw_MT/Ro,B0
USA_2020,PPxw_WY,PPxw_WY/101,D4
USA_2020,PPxw_WY,PPxw_WY/101,D3
USA_2020,PPxw_WY,PPxw_WY/101,C4
USA_2020,PPxw_WY,PPxw_WY/101,C3
USA_2020,PPxw_WY,PPxw_WY/101,B4
USA_2020,PPxw_WY,PPxw_WY/101,B3
USA_2020,PPxw_WY,PPxw_WY/102,D2
USA_2020,PPxw_WY,PPxw_WY/102,C2
USA_2020,PPxw_WY,PPxw_WY/102,B2
USA_2020,PPxw_WY,PPxw_WY/102,A2
USA_2020,PPxw_WY,PPxw_WY/110,E5
USA_2020,PPxw_WY,PPxw_WY/110,D5
USA_2020,PPxw_WY,PPxw_WY/110,C5
USA_2020,PPxw_WY,PPxw_WY/110,B5
USA_2020,PPxw_WY,PPxw_WY/111,C6
USA_2020,PPxw_WY,PPxw_WY/111,B6
USA_2020,PPxw_WY,PPxw_WY/113,E6
USA_2020,PPxw_WY,PPxw_WY/113,D6
USA_2020,PPxw_WY,PPxw_WY/Gg,D1
USA_2020,PPxw_WY,PPxw_WY/Gg,C1
USA_2020,PPxw_WY,PPxw_WY/Gg,B1
USA_2020,PPxw_WY,PPxw_WY/Gg,A1
Add_2021,PPxw_WY,PPxw_WY/Ro,A0
Add_2021,PPxw_WY,PPxw_WY/Ro,B0
USA_2019,PPxx_OR,PPxx_OR/101,D4
USA_2019,PPxx_OR,PPxx_OR/101,D3
USA_2019,PPxx_OR,PPxx_OR/101,C4
USA_2019,PPxx_OR,PPxx_OR/101,C3
USA_2019,PPxx_OR,PPxx_OR/101,B4
USA_2019,PPxx_OR,PPxx_OR/101,B3
USA_2019,PPxx_OR,PPxx_OR/102,D2
USA_2019,PPxx_OR,PPxx_OR/102,C2
USA_2019,PPxx_OR,PPxx_OR/102,B2
USA_2019,PPxx_OR,PPxx_OR/102,A2
USA_2019,PPxx_OR,PPxx_OR/110,E5
USA_2019,PPxx_OR,PPxx_OR/110,D5
USA_2019,PPxx_OR,PPxx_OR/110,C5
USA_2019,PPxx_OR,PPxx_OR/110,B5
USA_2019,PPxx_OR,PPxx_OR/111,C6
USA_2019,PPxx_OR,PPxx_OR/111,B6
USA_2019,PPxx_OR,PPxx_OR/113,E6
USA_2019,PPxx_OR,PPxx_OR/113,D6
USA_2019,PPxx_OR,PPxx_OR/Gg,D1
USA_2019,PPxx_OR,PPxx_OR/Gg,C1
USA_2019,PPxx_OR,PPxx_OR/Gg,B1
USA_2019,PPxx_OR,PPxx_OR/Gg,A1
Add_2021,PPxx_OR,PPxx_OR/Ro,A0
Add_2021,PPxx_OR,PPxx_OR/Ro,B0
AB_2018,SASbo,SASbo/a,C2
AB_2018,SASbo,SASbo/a,B3
AB_2018,SASbo,SASbo/a,B2
AB_2018,SASbo,SASbo/a,B1
AB_2018,SASbo,SASbo/a,A2
AB_2018,SASbo,SASbo/b,D5
AB_2018,SASbo,SASbo/b,D4
AB_2018,SASbo,SASbo/b,D3
AB_2018,SASbo,SASbo/b,C5
AB_2018,SASbo,SASbo/b,C4
AB_2018,SASbo,SASbo/b,C3
AB_2018,SASbo,SASbo/c,C5
AB_2018,SASbo,SASbo/c,C4
AB_2018,SASbo,SASbo/c,B5
AB_2018,SASbo,SASbo/c,B4
AB_2018,SASbo,SASbo/c,B3
AB_2018,SASbo,SASbo/c,A4
AB_2018,SASbo,SASbo/d,E6
AB_2018,SASbo,SASbo/d,E5
AB_2018,SASbo,SASbo/d,D6
AB_2018,SASbo,SASbo/d,D5
AB_2018,SASbo,SASbo/d,C6
AB_2018,SASbo,SASbo/d,C5
AB_2018,SASbo,SASbo/e,C6
AB_2018,SASbo,SASbo/e,C5
AB_2018,SASbo,SASbo/e,B7
AB_2018,SASbo,SASbo/e,B6
AB_2018,SASbo,SASbo/e,B5
AB_2018,SASbo,SASbo/e,A6
AB_2018,SASbo,SASbo/e,A5
AB_2018,SASbo,SASbo/f,B7
AB_2018,SASbo,SASbo/f,B6
AB_2018,SASbo,SASbo/f,A7
AB_2018,SASbo,SASbo/f,A6
AB_2018,SASbo,SASbo/g,C7
AB_2018,SASbo,SASbo/g,C6
AB_2018,SASbo,SASbo/g,B7
AB_2018,SASbo,SASbo/g,B6
AB_2018,SASbo,SASbo/h,E7
AB_2018,SASbo,SASbo/h,E6
AB_2018,SASbo,SASbo/h,D7
AB_2018,SASbo,SASbo/h,D6
AB_2018,SASbo,SASbo/h,C7
Add_2021,SASbo,SASbo/Ro,A0
Add_2021,SASbo,SASbo/Ro,B0
ABv12,SBAPcp,SBAPcp/a,B2
ABv12,SBAPcp,SBAPcp/a,B1
ABv12,SBAPcp,SBAPcp/a,A2
ABv12,SBAPcp,SBAPcp/a,A1
ABv12,SBAPcp,SBAPcp/b,C3
ABv12,SBAPcp,SBAPcp/b,C2
ABv12,SBAPcp,SBAPcp/b,B3
ABv12,SBAPcp,SBAPcp/b,B2
ABv12,SBAPcp,SBAPcp/c,B5
ABv12,SBAPcp,SBAPcp/c,B4
ABv12,SBAPcp,SBAPcp/c,B3
ABv12,SBAPcp,SBAPcp/c,A4
ABv12,SBAPcp,SBAPcp/c,A3
ABv12,SBAPcp,SBAPcp/d,D4
ABv12,SBAPcp,SBAPcp/d,C5
ABv12,SBAPcp,SBAPcp/d,C4
ABv12,SBAPcp,SBAPcp/d,C3
ABv12,SBAPcp,SBAPcp/d,B4
ABv12,SBAPcp,SBAPcp/e,D6
ABv12,SBAPcp,SBAPcp/e,D5
ABv12,SBAPcp,SBAPcp/e,D4
ABv12,SBAPcp,SBAPcp/e,C5
ABv12,SBAPcp,SBAPcp/f,E6
ABv12,SBAPcp,SBAPcp/f,E5
ABv12,SBAPcp,SBAPcp/f,D6
ABv12,SBAPcp,SBAPcp/f,D5
ABv12,SBAPcp,SBAPcp/g,C6
ABv12,SBAPcp,SBAPcp/g,C5
ABv12,SBAPcp,SBAPcp/g,B6
ABv12,SBAPcp,SBAPcp/g,B5
ABv12,SBAPcp,SBAPcp/g,A6
ABv12,SBAPcp,SBAPcp/g,A5
ABv12,SBAPcp,SBAPcp/h,D6
ABv12,SBAPcp,SBAPcp/h,D5
ABv12,SBAPcp,SBAPcp/h,C6
ABv12,SBAPcp,SBAPcp/h,C5
ABv12,SBAPcp,SBAPcp/i,B7
ABv12,SBAPcp,SBAPcp/i,B6
ABv12,SBAPcp,SBAPcp/i,A7
ABv12,SBAPcp,SBAPcp/i,A6
ABv12,SBAPcp,SBAPcp/j,C7
ABv12,SBAPcp,SBAPcp/j,C6
ABv12,SBAPcp,SBAPcp/j,B7
ABv12,SBAPcp,SBAPcp/j,B6
ABv12,SBAPcp,SBAPcp/k,E7
ABv12,SBAPcp,SBAPcp/k,D7
ABv12,SBAPcp,SBAPcp/k,D6
ABv12,SBAPcp,SBAPcp/k,C7
Add_2021,SBAPcp,SBAPcp/Ro,A0
Add_2021,SBAPcp,SBAPcp/Ro,B0
AB_2018,SBAPfp,SBAPfp/d,E2
AB_2018,SBAPfp,SBAPfp/d,E1
AB_2018,SBAPfp,SBAPfp/d,E0
AB_2018,SBAPfp,SBAPfp/d,D2
AB_2018,SBAPfp,SBAPfp/d,D1
AB_2018,SBAPfp,SBAPfp/d,D0
AB_2018,SBAPfp,SBAPfp/d,C2
AB_2018,SBAPfp,SBAPfp/d,C1
AB_2018,SBAPfp,SBAPfp/d,C0
AB_2018,SBAPfp,SBAPfp/d,B2
AB_2018,SBAPfp,SBAPfp/d,B1
AB_2018,SBAPfp,SBAPfp/d,B0
AB_2018,SBAPfp,SBAPfp/d,A2
AB_2018,SBAPfp,SBAPfp/d,A1
AB_2018,SBAPfp,SBAPfp/d,A0
AB_2018,SBAPfp,SBAPfp/h,E7
AB_2018,SBAPfp,SBAPfp/h,E6
AB_2018,SBAPfp,SBAPfp/h,E5
AB_2018,SBAPfp,SBAPfp/h,D7
AB_2018,SBAPfp,SBAPfp/h,D6
AB_2018,SBAPfp,SBAPfp/h,D5
AB_2018,SBAPfp,SBAPfp/h,C7
AB_2018,SBAPfp,SBAPfp/h,C6
AB_2018,SBAPfp,SBAPfp/h,C5
AB_2018,SBAPfp,SBAPfp/h,B7
AB_2018,SBAPfp,SBAPfp/h,B6
AB_2018,SBAPfp,SBAPfp/h,B5
AB_2018,SBAPfp,SBAPfp/h,A7
AB_2018,SBAPfp,SBAPfp/h,A6
AB_2018,SBAPfp,SBAPfp/h,A5
AB_2018,SBAPfp,SBAPfp/m,E4
AB_2018,SBAPfp,SBAPfp/m,E3
AB_2018,SBAPfp,SBAPfp/m,D4
AB_2018,SBAPfp,SBAPfp/m,D3
AB_2018,SBAPfp,SBAPfp/m,C4
AB_2018,SBAPfp,SBAPfp/m,C3
AB_2018,SBAPfp,SBAPfp/m,B4
AB_2018,SBAPfp,SBAPfp/m,B3
AB_2018,SBAPfp,SBAPfp/m,A4
AB_2018,SBAPfp,SBAPfp/m,A3
BECv10,SBPSdc,SBPSdc/01,D4
BECv10,SBPSdc,SBPSdc/01,C4
BECv10,SBPSdc,SBPSdc/01,B4
BECv10,SBPSdc,SBPSdc/02,D2
BECv10,SBPSdc,SBPSdc/02,D1
BECv10,SBPSdc,SBPSdc/02,C2
BECv10,SBPSdc,SBPSdc/02,C1
BECv10,SBPSdc,SBPSdc/02,B2
BECv10,SBPSdc,SBPSdc/02,B1
BECv10,SBPSdc,SBPSdc/02,A2
BECv10,SBPSdc,SBPSdc/02,A1
BECv10,SBPSdc,SBPSdc/02a,D2
BECv10,SBPSdc,SBPSdc/02a,D1
BECv10,SBPSdc,SBPSdc/02a,C2
BECv10,SBPSdc,SBPSdc/02a,C1
BECv10,SBPSdc,SBPSdc/02a,B2
BECv10,SBPSdc,SBPSdc/02a,B1
BECv10,SBPSdc,SBPSdc/02a,A2
BECv10,SBPSdc,SBPSdc/02a,A1
BECv10,SBPSdc,SBPSdc/02b,D1
BECv10,SBPSdc,SBPSdc/02b,C1
BECv10,SBPSdc,SBPSdc/02b,B2
BECv10,SBPSdc,SBPSdc/02b,B1
BECv10,SBPSdc,SBPSdc/02b,A2
BECv10,SBPSdc,SBPSdc/02b,A1
BECv10,SBPSdc,SBPSdc/03,D3
BECv10,SBPSdc,SBPSdc/03,C3
BECv10,SBPSdc,SBPSdc/03,C2
BECv10,SBPSdc,SBPSdc/03,B3
BECv10,SBPSdc,SBPSdc/03,B2
BECv10,SBPSdc,SBPSdc/03,A3
BECv10,SBPSdc,SBPSdc/03,A2
BECv10,SBPSdc,SBPSdc/03a,D3
BECv10,SBPSdc,SBPSdc/03a,C3
BECv10,SBPSdc,SBPSdc/03a,C2
BECv10,SBPSdc,SBPSdc/03a,B3
BECv10,SBPSdc,SBPSdc/03a,B2
BECv10,SBPSdc,SBPSdc/03a,A3
BECv10,SBPSdc,SBPSdc/03a,A2
BECv10,SBPSdc,SBPSdc/03b,C3
BECv10,SBPSdc,SBPSdc/03b,C2
BECv10,SBPSdc,SBPSdc/03b,B2
BECv10,SBPSdc,SBPSdc/03b,A2
BECv10,SBPSdc,SBPSdc/04,B5
BECv10,SBPSdc,SBPSdc/04,B4
BECv10,SBPSdc,SBPSdc/05,D5
BECv10,SBPSdc,SBPSdc/05,C5
BECv10,SBPSdc,SBPSdc/06,E6
BECv10,SBPSdc,SBPSdc/06,E5
BECv10,SBPSdc,SBPSdc/06,D6
BECv10,SBPSdc,SBPSdc/06,D5
BECv10,SBPSdc,SBPSdc/06,C6
BECv10,SBPSdc,SBPSdc/06,C5
BECv10,SBPSdc,SBPSdc/07,B7
BECv10,SBPSdc,SBPSdc/07,B6
BECv10,SBPSdc,SBPSdc/08,D7
BECv10,SBPSdc,SBPSdc/08,D6
BECv10,SBPSdc,SBPSdc/08,C7
BECv10,SBPSdc,SBPSdc/08,C6
Add_2021,SBPSdc,SBPSdc/Ro,A0
Add_2021,SBPSdc,SBPSdc/Ro,B0
BECv10,SBPSmc,SBPSmc/01,C5
BECv10,SBPSmc,SBPSmc/01,C4
BECv10,SBPSmc,SBPSmc/01,C3
BECv10,SBPSmc,SBPSmc/01,B4
BECv10,SBPSmc,SBPSmc/01,B3
BECv10,SBPSmc,SBPSmc/01a,C5
BECv10,SBPSmc,SBPSmc/01a,C4
BECv10,SBPSmc,SBPSmc/01a,B4
BECv10,SBPSmc,SBPSmc/01b,C3
BECv10,SBPSmc,SBPSmc/01b,B3
BECv10,SBPSmc,SBPSmc/02,B2
BECv10,SBPSmc,SBPSmc/02,B1
BECv10,SBPSmc,SBPSmc/02,A2
BECv10,SBPSmc,SBPSmc/02,A1
BECv10,SBPSmc,SBPSmc/03,B4
BECv10,SBPSmc,SBPSmc/03,B3
BECv10,SBPSmc,SBPSmc/03,A4
BECv10,SBPSmc,SBPSmc/03,A3
BECv10,SBPSmc,SBPSmc/04,B6
BECv10,SBPSmc,SBPSmc/04,B5
BECv10,SBPSmc,SBPSmc/04,A6
BECv10,SBPSmc,SBPSmc/04,A5
BECv10,SBPSmc,SBPSmc/05,E6
BECv10,SBPSmc,SBPSmc/05,E5
BECv10,SBPSmc,SBPSmc/05,D6
BECv10,SBPSmc,SBPSmc/05,D5
BECv10,SBPSmc,SBPSmc/05,C6
BECv10,SBPSmc,SBPSmc/05,C5
BECv10,SBPSmc,SBPSmc/06,E7
BECv10,SBPSmc,SBPSmc/06,E6
BECv10,SBPSmc,SBPSmc/06,D7
BECv10,SBPSmc,SBPSmc/06,D6
BECv10,SBPSmc,SBPSmc/06,C7
BECv10,SBPSmc,SBPSmc/06,C6
BECv10,SBPSmc,SBPSmc/07,B7
BECv10,SBPSmc,SBPSmc/07,A7
Add_2021,SBPSmc,SBPSmc/Ro,A0
Add_2021,SBPSmc,SBPSmc/Ro,B0
BECv10,SBPSmk,SBPSmk/01,D4
BECv10,SBPSmk,SBPSmk/01,D3
BECv10,SBPSmk,SBPSmk/01,C4
BECv10,SBPSmk,SBPSmk/01,C3
BECv10,SBPSmk,SBPSmk/01,B5
BECv10,SBPSmk,SBPSmk/01,B4
BECv10,SBPSmk,SBPSmk/02,D1
BECv10,SBPSmk,SBPSmk/02,C1
BECv10,SBPSmk,SBPSmk/02,B1
BECv10,SBPSmk,SBPSmk/02,A1
BECv10,SBPSmk,SBPSmk/03,D2
BECv10,SBPSmk,SBPSmk/03,D1
BECv10,SBPSmk,SBPSmk/03,C2
BECv10,SBPSmk,SBPSmk/03,C1
BECv10,SBPSmk,SBPSmk/03,B2
BECv10,SBPSmk,SBPSmk/03,B1
BECv10,SBPSmk,SBPSmk/04,D3
BECv10,SBPSmk,SBPSmk/04,D2
BECv10,SBPSmk,SBPSmk/04,C3
BECv10,SBPSmk,SBPSmk/04,C2
BECv10,SBPSmk,SBPSmk/04,B4
BECv10,SBPSmk,SBPSmk/04,B3
BECv10,SBPSmk,SBPSmk/04,B2
BECv10,SBPSmk,SBPSmk/04a,D3
BECv10,SBPSmk,SBPSmk/04a,D2
BECv10,SBPSmk,SBPSmk/04a,C3
BECv10,SBPSmk,SBPSmk/04a,C2
BECv10,SBPSmk,SBPSmk/04a,B4
BECv10,SBPSmk,SBPSmk/04a,B3
BECv10,SBPSmk,SBPSmk/04a,B2
BECv10,SBPSmk,SBPSmk/04b,D3
BECv10,SBPSmk,SBPSmk/04b,D2
BECv10,SBPSmk,SBPSmk/04b,C3
BECv10,SBPSmk,SBPSmk/04b,C2
BECv10,SBPSmk,SBPSmk/04b,B4
BECv10,SBPSmk,SBPSmk/04b,B3
BECv10,SBPSmk,SBPSmk/04b,B2
BECv10,SBPSmk,SBPSmk/05,D3
BECv10,SBPSmk,SBPSmk/05,C3
BECv10,SBPSmk,SBPSmk/06,E5
BECv10,SBPSmk,SBPSmk/06,D5
BECv10,SBPSmk,SBPSmk/06,C5
BECv10,SBPSmk,SBPSmk/06,B5
BECv10,SBPSmk,SBPSmk/07,E6
BECv10,SBPSmk,SBPSmk/07,D6
BECv10,SBPSmk,SBPSmk/07,C6
BECv10,SBPSmk,SBPSmk/07,B6
BECv10,SBPSmk,SBPSmk/08,C7
BECv10,SBPSmk,SBPSmk/08,B7
Add_2021,SBPSmk,SBPSmk/Ro,A0
Add_2021,SBPSmk,SBPSmk/Ro,B0
BECv10,SBPSxc,SBPSxc/01,D4
BECv10,SBPSxc,SBPSxc/01,D3
BECv10,SBPSxc,SBPSxc/01,C4
BECv10,SBPSxc,SBPSxc/01,C3
BECv10,SBPSxc,SBPSxc/01,B4
BECv10,SBPSxc,SBPSxc/01,B3
BECv10,SBPSxc,SBPSxc/02,D2
BECv10,SBPSxc,SBPSxc/02,D1
BECv10,SBPSxc,SBPSxc/02,C3
BECv10,SBPSxc,SBPSxc/02,C2
BECv10,SBPSxc,SBPSxc/02,C1
BECv10,SBPSxc,SBPSxc/02,B3
BECv10,SBPSxc,SBPSxc/02,B2
BECv10,SBPSxc,SBPSxc/02,B1
BECv10,SBPSxc,SBPSxc/02,A3
BECv10,SBPSxc,SBPSxc/02,A2
BECv10,SBPSxc,SBPSxc/02,A1
BECv10,SBPSxc,SBPSxc/02a,D2
BECv10,SBPSxc,SBPSxc/02a,D1
BECv10,SBPSxc,SBPSxc/02a,C3
BECv10,SBPSxc,SBPSxc/02a,C2
BECv10,SBPSxc,SBPSxc/02a,C1
BECv10,SBPSxc,SBPSxc/02a,B3
BECv10,SBPSxc,SBPSxc/02a,B2
BECv10,SBPSxc,SBPSxc/02a,B1
BECv10,SBPSxc,SBPSxc/02a,A3
BECv10,SBPSxc,SBPSxc/02a,A2
BECv10,SBPSxc,SBPSxc/02a,A1
BECv10,SBPSxc,SBPSxc/02b,D2
BECv10,SBPSxc,SBPSxc/02b,D1
BECv10,SBPSxc,SBPSxc/02b,C3
BECv10,SBPSxc,SBPSxc/02b,C2
BECv10,SBPSxc,SBPSxc/02b,C1
BECv10,SBPSxc,SBPSxc/02b,B3
BECv10,SBPSxc,SBPSxc/02b,B2
BECv10,SBPSxc,SBPSxc/02b,B1
BECv10,SBPSxc,SBPSxc/02b,A3
BECv10,SBPSxc,SBPSxc/02b,A2
BECv10,SBPSxc,SBPSxc/02b,A1
BECv10,SBPSxc,SBPSxc/02c,D2
BECv10,SBPSxc,SBPSxc/02c,D1
BECv10,SBPSxc,SBPSxc/02c,C3
BECv10,SBPSxc,SBPSxc/02c,C2
BECv10,SBPSxc,SBPSxc/02c,C1
BECv10,SBPSxc,SBPSxc/02c,B3
BECv10,SBPSxc,SBPSxc/02c,B2
BECv10,SBPSxc,SBPSxc/02c,B1
BECv10,SBPSxc,SBPSxc/02c,A3
BECv10,SBPSxc,SBPSxc/02c,A2
BECv10,SBPSxc,SBPSxc/02c,A1
BECv10,SBPSxc,SBPSxc/03,B5
BECv10,SBPSxc,SBPSxc/04,D5
BECv10,SBPSxc,SBPSxc/04,C5
BECv10,SBPSxc,SBPSxc/05,D6
BECv10,SBPSxc,SBPSxc/05,D5
BECv10,SBPSxc,SBPSxc/05,C6
BECv10,SBPSxc,SBPSxc/05,C5
BECv10,SBPSxc,SBPSxc/05,B6
BECv10,SBPSxc,SBPSxc/06,E6
BECv10,SBPSxc,SBPSxc/06,E5
BECv10,SBPSxc,SBPSxc/06,D6
BECv10,SBPSxc,SBPSxc/06,D5
Add_2021,SBPSxc,SBPSxc/Ro,A0
Add_2021,SBPSxc,SBPSxc/Ro,B0
BECv10,SBSdh1,SBSdh1/01,D4
BECv10,SBSdh1,SBSdh1/01,D3
BECv10,SBSdh1,SBSdh1/01,C4
BECv10,SBSdh1,SBSdh1/01,C3
BECv10,SBSdh1,SBSdh1/01,B4
BECv10,SBSdh1,SBSdh1/01,B3
BECv10,SBSdh1,SBSdh1/02,B2
BECv10,SBSdh1,SBSdh1/02,B1
